Temp,Dense,Dilute,Dense_Error,Dilute_Error
257.74999999999994,0.663,1.92e-05,0.0,0.0
263.34999999999997,0.631,4.9e-05,0.0,0.0
268.94999999999993,0.597,0.000112,0.0,0.0
274.54999999999995,0.568,0.000237,0.0,0.0
280.15,0.541,0.000466,0.0,0.0
285.74999999999994,0.515,0.000847,0.0,0.0
291.34999999999997,0.489,0.0016,0.0,0.0
296.94999999999993,0.463,0.00286,0.0,0.0
302.54999999999995,0.437,0.00517,0.0,0.0
